Caption,Description,Id,Session
Civil practice; mental exams; physician or psychologist,HB 435,3141,2001_02
State Commission on Compensation; abolish,HB 436,3143,2001_02
Sales tax; exempt residential propane and natural gas,HB 437,3144,2001_02
Candidates and presidential electors; change qualifying time,HB 438,3146,2001_02
"Sales tax; exempt certain clothing, wallets, and bags; limited time",HB 439,3159,2001_02
"Sales tax; exempt certain clothing, wallets, and bags; limited time",HB 440,3160,2001_02
Pension obligation bonds; provisions,HB 441,3161,2001_02
Pecans; dealer purchases; require certain identification from seller,HB 442,3162,2001_02
Annexations; reports to Department of Community Affairs,HB 443,3163,2001_02
Cobb County-Marietta Water Authority; amend provisions,HB 444,3164,2001_02
DOAS; bids; display certain information on Internet,HB 445,3165,2001_02
Insurance transactions; information gathered; amend provisions,HB 446,3166,2001_02
Wayne County; homestead exemption,HB 447,3168,2001_02
Private ways; court grant petition; exception,HB 448,3171,2001_02
Teachers Retirement; creditable service; certain library employment,HB 449,3172,2001_02
Augusta Judicial Circuit; add judge,HB 450,3173,2001_02
Bartow County; homestead exemption; certain residents,HB 451,3174,2001_02
Income tax credit; certain private driver education expenses,HB 452,3175,2001_02
Child endangerment; define offense,HB 453,3176,2001_02
Uniform rules of the road; radar; certain residential area,HB 454,3177,2001_02
Financial Information Privacy Protection Act; enact,HB 455,3178,2001_02
County boards of equalization; members; qualifications,HB 456,3179,2001_02
Local boards of education; driver education; elective course,HB 457,3180,2001_02
Qualified State Tuition Program; enact,HB 458,3181,2001_02
County boards of equalization; appeals to superior court; repeal certain right,HB 459,3182,2001_02
Income tax credits; qualified low-income buildings; amend provisions,HB 460,3185,2001_02
Volunteer firemen; certain injuries; temporary disability compensation,HB 461,3187,2001_02
Woman's Right to Know Act; enact,HB 462,3189,2001_02
Estate tax; eliminate,HB 463,3193,2001_02
Water and wastewater; regional sources; development,HB 464,3194,2001_02
Nonpublic postsecondary educational institutions; exempt from prohibition,HB 465,3195,2001_02
"Snellville, City of; new charter",HB 466,3196,2001_02
Teachers Retirement; early retirement; reduce penalty,HB 467,3202,2001_02
Teachers Retirement; service retirement; 29 years,HB 468,3203,2001_02
Forsyth County; homestead exemption,HB 469,3204,2001_02
Health care work force policy advisory committee; provisions,HB 470,3206,2001_02
Health care facilities; certain rural hospitals; certain exemption,HB 471,3209,2001_02
"Sales tax; exempt sales by Campfire Boys and Girls, Inc.",HB 472,3211,2001_02
Education accountability; certain actions by local boards; enhanced annual report,HB 473,3213,2001_02
Local governments; development rights; intergovernmental transfers,HB 474,3214,2001_02
Forsyth County; homestead exemption,HB 475,3216,2001_02
Education; students under 16; prohibit permanent expulsion,HB 476,3217,2001_02
Columbus county-wide government; recorder's court,HB 477,3219,2001_02
Insurer's liability; bad faith refusal; unfair claims practices,HB 478,3221,2001_02
Elections; amend provisions,HB 479,3223,2001_02
Drivers' licenses; restoration; completion of certain courses or programs,HB 480,3224,2001_02
Pharmacists and pharmacies; certain GEMA exemption; dispensing drugs,HB 481,3205,2001_02
Motor vehicles; taillight lenses; provisions,HB 482,3207,2001_02
Sales tax; exempt postsecondary textbooks,HB 483,3208,2001_02
"Motor Vehicle Safety, Department of; conform certain OCGA references",HB 484,3210,2001_02
Corporate income tax; apportionment formulas; comprehensive revision,HB 485,3212,2001_02
Public School Employees Retirement; increase maximum benefit ,HB 486,3215,2001_02
Archives and History; change Department to Division; amend provisions,HB 487,3232,2001_02
Teachers Retirement; creditable service; certain private schools,HB 488,3233,2001_02
Chattooga County; board of elections and registration; create,HB 489,3234,2001_02
Income tax credits; certain enterprises; additional designated areas,HB 490,3236,2001_02
Health insurance; continuing coverage; certain employees,HB 491,3241,2001_02
Interest; alimony or divorce payments; 30 days late,HB 492,3237,2001_02
Income tax credit; tutoring or summer school; maximum,HB 493,3238,2001_02
Homeowner tax relief grants; annual appropriation ,HB 494,3239,2001_02
Escape; redefine offense; include confinement for child support violation,HB 495,3240,2001_02
Income tax credit; qualified Georgia resident,HB 496,3242,2001_02
Workers' compensation; amend provisions; increase benefits,HB 497,3288,2001_02
Mental health; regional and substance abuse boards; abolish; transfer functions,HB 498,3289,2001_02
Firearms; possession by certain felons and probationers; penalty,HB 499,3290,2001_02
Sales tax; exempt residential propane and natural gas,HB 500,3291,2001_02
Sales tax; exempt sales by certain humane societies,HB 501,3292,2001_02
Sales tax; exempt certain digital broadcast equipment,HB 502,3293,2001_02
County boards of equalization; appeals to superior courts; repeal certain right,HB 503,3294,2001_02
County retirement systems; participation by magistrates,HB 504,3295,2001_02
Income tax credit; taxpayer mentoring services,HB 505,3296,2001_02
County boards of equalization; appeals to superior court,HB 506,3297,2001_02
"Watercraft; registration, operation, sale; minimum age",HB 507,3298,2001_02
Teachers Retirement; return to service; maintain benefits,HB 508,3299,2001_02
Income tax credits; low-income housing,HB 509,3300,2001_02
Controlled substances and dangerous drugs; amend listings,HB 510,3301,2001_02
County boards of equalization; appeals to superior court,HB 511,3302,2001_02
"Holly Springs, City of; terms; mayor and council",HB 512,3303,2001_02
Contracts; bond provisions; public works,HB 513,3304,2001_02
"Atlanta, City of; homestead exemption",HB 514,3305,2001_02
"Atlanta, City of; homestead exemption",HB 515,3306,2001_02
"Mount Vernon, Town of; municipal judge; appointment",HB 516,3307,2001_02
Fulton County; homestead exemption,HB 517,3308,2001_02
Fulton County; homestead exemption,HB 518,3309,2001_02
Equal employment; persons with disabilities; certain blood disorders,HB 519,3310,2001_02
Property sale for taxes; premium for redemption,HB 520,3311,2001_02
Telecommunication/cable services; civil damages for theft,HB 521,3312,2001_02
Superior/state courts; election of all judges,HB 522,3313,2001_02
Courts; election of all justices and judges,HB 523,3314,2001_02
Right to Choose Your Attorney Act; enact,HB 524,3315,2001_02
Health insurance; maternity benefits; notices,HB 525,3343,2001_02
Motor vehicles; off-road vehicles; registration and licensing,HB 526,3320,2001_02
Juvenile courts; termination of proceeding; parents' request,HB 527,3321,2001_02
Drivers' licenses; persons under 18 years; change restrictions,HB 528,3322,2001_02
Farm tractors/equipment; regulation of dealers; amend,HB 529,3323,2001_02
"Atlanta, City of; state court; solicitors; qualifications and salaries",HB 530,3324,2001_02
Uniform rules of the road; shopping centers and parking lots,HB 531,3325,2001_02
Student loans; suspension of professional licenses for default,HB 532,3326,2001_02
Pistols and revolvers; licenses; definition of convicted,HB 533,3327,2001_02
Administrative Office of the Courts; collect unpaid fines,HB 534,3328,2001_02
Drivers' licenses; limited permit; additional purposes,HB 535,3329,2001_02
Drivers' licenses; suspension for controlled substances or marijuana conviction; amend provisions,HB 536,3330,2001_02
Sexual offenses; change provisions relating to sexual assault,HB 537,3331,2001_02
Athletic contests/entertainment events; ticket sales,HB 538,3332,2001_02
Drivers education; public school courses; tax credit,HB 539,3333,2001_02
Multi-lane highways; requirements when emergency vehicles stopped,HB 540,3334,2001_02
Probate courts; fees and costs,HB 541,3335,2001_02
Bonds; registration; name of purchaser,HB 542,3336,2001_02
Natural gas; Public Service Commission regulate delivery,HB 543,3337,2001_02
Fulton County; building authority; redefine project,HB 544,3338,2001_02
Smoking in health care institutions; prohibit,HB 545,3339,2001_02
Tax executions; certain posted notices; prohibition,HB 546,3340,2001_02
Unpaid taxes; certain elderly and lower income taxpayers; waive interest,HB 547,3341,2001_02
Motor vehicle insurance; liability settlements; notice to insured,HB 548,3342,2001_02
"Education, State Board and State School Superintendent; change powers",HB 549,3348,2001_02
Local governments; service delivery strategy; utility franchise fees,HB 550,3356,2001_02
Douglas County; homestead exemption; certain residents,HB 551,3357,2001_02
Employees' Retirement; redefine creditable service,HB 552,3358,2001_02
Homestead option sales tax; distribution of proceeds,HB 553,3359,2001_02
Education; certain advanced placement tests; payment,HB 554,3360,2001_02
Unidentifiable sales tax; distribution of proceeds,HB 555,3361,2001_02
"Turin, Town of; amend provisions",HB 556,3362,2001_02
Judicial Retirement; survivors benefit fund,HB 557,3363,2001_02
Sales tax; exempt certain sales; mentally retarded services,HB 558,3364,2001_02
Public Employees' Savings Plan; establish,HB 559,3365,2001_02
Teachers Retirement; redefine creditable service,HB 560,3366,2001_02
Charlton County; homestead exemption; certain residents,HB 561,3367,2001_02
Wilkinson County; coroner; compensation,HB 562,3368,2001_02
Smoking on public school buses; prohibit,HB 563,3369,2001_02
Fulton County; homestead exemption; certain citizens,HB 564,3372,2001_02
Insurance; autism-related mental disorders; provide coverage,HB 565,3373,2001_02
Sales tax; eligible food and beverages; change exemption,HB 566,3374,2001_02
Criminal trespass and damage to property; possession of certain tools; define offense,HB 567,3375,2001_02
Public roads and bridges; naming or renaming; prohibition,HB 568,3376,2001_02
Pleadings subsequent to original complaint; certain service; waiver,HB 569,3378,2001_02
Peace Officer Standards and Training Council; membership,HB 570,3379,2001_02
Judges of the Probate Courts Retirement; payments into fund,HB 571,3385,2001_02
Income tax credits; low-income housing,HB 572,3387,2001_02
Income tax credit; certain students ineligible for PROMISE teacher's scholarship,HB 573,3388,2001_02
"Sandy Springs, City of; incorporate",HB 574,3390,2001_02
Sales tax; exempt sales by or to certain religious entities,HB 575,3391,2001_02
Candler County; county administrator; amend provisions,HB 576,3392,2001_02
Insurance premium tax; reduce rate; amend provisions,HB 577,3393,2001_02
Tobacco Community Development Board; assign to Office of Planning and Budget,HB 578,3394,2001_02
Criminal Justice Coordinating Council; assign to Georgia Bureau of Investigation,HB 579,3395,2001_02
Children and Youth Coordinating Council; assign to Department of Juvenile Justice,HB 580,3396,2001_02
Tobacco products; prohibit sales in vending machines,HB 581,3397,2001_02
Revenue and Taxation Code; technical corrections; clarifications,HB 582,3411,2001_02
HOPE scholarships; certain part-time students; eligibility,HB 583,3413,2001_02
Special county 1% sales tax; change purposes,HB 584,3414,2001_02
Pharmacy benefit managers; licensing and inspection,HB 585,3415,2001_02
Extraordinary motion for new trial; certain child support cases; new evidence,HB 586,3416,2001_02
EPD rules and regulations; risk assessment and cost benefit analysis,HB 587,3417,2001_02
Income tax; exclusion; qualified education related expenses,HB 588,3418,2001_02
Income tax credit; certain charitable donations,HB 589,3419,2001_02
Sales tax; dealer compensation; increase deduction,HB 590,3420,2001_02
High school nonvocational laboratory program; funding,HB 591,3421,2001_02
Education; complaint hearings; provisions,HB 592,3422,2001_02
TANF assistance; qualified aliens; eligibility,HB 593,3423,2001_02
Motor vehicle hijacking; serious violent felony,HB 594,3424,2001_02
Controlled substances/marijuana; disposition of seized property,HB 595,3425,2001_02
Income tax; capital gains,HB 596,3426,2001_02
Court reporters; receive counsel for actions/proceedings,HB 597,3427,2001_02
Ad valorem tax; millage rate; public hearing,HB 598,3428,2001_02
"Teachers Retirement; creditable service for unused sick leave
",HB 599,3429,2001_02
Employees' Retirement; transfers to Teachers Retirement; unused sick leave,HB 600,3430,2001_02
Revenue shortfall reserve; change amount,HB 601,3431,2001_02
Teachers Retirement; certain blackboard teachers; additional benefit,HB 602,3432,2001_02
